id_respondente,sexo_desc,escolaridade_desc,raca_desc,religiao_desc,rend1_desc,rend2_desc,regiao_desc,cond_desc,porte_desc,p4_desc,p6a_desc,p6b_desc,p6c_desc,p6d_desc,p6e_desc,idade_num,idade_num_norm,p5_desc_target
1275,FEM,3ª série,Parda,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 5 A 10,SUL,INTERIOR,DE 100.001 A 500.000,"Atuar como motorista e/ou realizar entregas por aplicativo (Uber, 99, Ifood, Rappi e etc.)",Concorda totalmente,Concorda totalmente,Discorda totalmente,Discorda totalmente,Concorda totalmente,36.0,0.2702702702702703,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
868,MAS,Superior completo,Branca,É religioso mas não segue nenhuma/ Agnóstico,MAIS DE 5 A 10,MAIS DE 5 A 10,SUDESTE,INTERIOR,DE 10.001 A 20.000,Não precisou fazer atividade extra,"Não concorda, nem discorda",Concorda totalmente,"Não concorda, nem discorda",Discorda totalmente,Concorda totalmente,40.0,0.32432432432432434,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1969,MAS,3ª série,Parda,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,CENTRO OESTE,INTERIOR,DE 100.001 A 500.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Discorda totalmente,Discorda totalmente,Concorda totalmente,45.0,0.3918918918918919,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1848,FEM,6ª série (ou 7º ano),Preta,Outras Evangélicas específicas,MAIS DE 1 A 2,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 20.001 A 50.000,Trabalhar como babá/ cuidar de crianças,Discorda em parte,Concorda totalmente,Concorda em parte,Concorda em parte,Concorda totalmente,46.0,0.4054054054054055,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1185,FEM,5ª série (ou 6º ano),Parda,Assembléia de Deus,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,NORDESTE,INTERIOR,DE 5.001 A 10.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Discorda em parte,Concorda totalmente,Concorda totalmente,43.0,0.3648648648648649,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
889,MAS,Superior completo,Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,SUL,PERIFERIA,DE 50.001 A 100.000,Não precisou fazer atividade extra,Concorda em parte,Concorda totalmente,Concorda em parte,"Não concorda, nem discorda","Não concorda, nem discorda",34.0,0.24324324324324326,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
539,FEM,5ª série (ou 6º ano),Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 50.001 A 100.000,Não precisou fazer atividade extra,Concorda em parte,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,44.0,0.3783783783783784,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua
1286,MAS,Superior incompleto,Branca,"Ateu, não tem religião",MAIS DE 2 A 5,NÃO RESPONDEU,SUL,INTERIOR,DE 100.001 A 500.000,Não precisou fazer atividade extra,Concorda em parte,Concorda em parte,Concorda totalmente,Concorda em parte,Concorda totalmente,58.0,0.5675675675675675,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1492,MAS,3ª série,Branca,É religioso mas não segue nenhuma/ Agnóstico,NÃO TEM RENDIMENTO PESSOAL,NÃO RESPONDEU,SUDESTE,CAPITAL,MAIS DE 500.000,Não precisou fazer atividade extra,Concorda em parte,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,39.0,0.31081081081081086,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1248,MAS,4ª série (ou 5º ano),Amarela,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,INTERIOR,MAIS DE 500.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,76.0,0.810810810810811,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua
1953,FEM,3ª série,Parda,Assembléia de Deus,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 10.001 A 20.000,Não precisou fazer atividade extra,Concorda em parte,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,30.0,0.1891891891891892,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
112,MAS,Superior completo,Branca,Católica Apostólica Romana,MAIS DE 5 A 10,MAIS DE 10 A 20,SUDESTE,CAPITAL,MAIS DE 500.000,Não precisou fazer atividade extra,Concorda totalmente,Não sabe/ Não respondeu,Não sabe/ Não respondeu,Concorda totalmente,Discorda totalmente,60.0,0.5945945945945946,Não sabe/ Não respondeu
731,FEM,8ª série (ou 9º ano),Branca,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 5 A 10,SUDESTE,INTERIOR,DE 100.001 A 500.000,Trabalhar como babá/ cuidar de crianças,Concorda em parte,Concorda totalmente,Concorda em parte,Discorda em parte,"Não concorda, nem discorda",22.0,0.08108108108108109,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1067,FEM,3ª série,Branca,É religioso mas não segue nenhuma/ Agnóstico,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,CENTRO OESTE,CAPITAL,MAIS DE 500.000,Não precisou fazer atividade extra,Concorda totalmente,"Não concorda, nem discorda",Discorda totalmente,Concorda totalmente,Concorda totalmente,24.0,0.10810810810810811,Tenho visto mais pessoas trabalhando nos semáforos/ruas
1385,FEM,8ª série (ou 9º ano),Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,SUL,INTERIOR,DE 100.001 A 500.000,"Bico de serviços gerais, como faxina, manutenção, reformas, jardinagem, “marido de aluguel”, entre outras",Concorda totalmente,Concorda em parte,Concorda totalmente,"Não concorda, nem discorda",Discorda totalmente,35.0,0.2567567567567568,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
831,FEM,6ª série (ou 7º ano),Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,CENTRO OESTE,INTERIOR,DE 100.001 A 500.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda em parte,Discorda em parte,Concorda totalmente,Discorda totalmente,34.0,0.24324324324324326,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1065,FEM,7ª série (ou 8º ano),Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,NORTE,INTERIOR,DE 50.001 A 100.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,30.0,0.1891891891891892,Não sabe/ Não respondeu
680,MAS,1ª série,Branca,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,CENTRO OESTE,INTERIOR,DE 100.001 A 500.000,Não precisou fazer atividade extra,Discorda em parte,Concorda totalmente,Concorda totalmente,Discorda em parte,Concorda totalmente,83.0,0.9054054054054055,Tenho visto mais pessoas trabalhando nos semáforos/ruas
571,FEM,Superior completo,Branca,Espírita/ Kardecista,ATÉ 1,MAIS DE 2 A 5,SUDESTE,CAPITAL,MAIS DE 500.000,"Produzir alimentos em casa para vender (bolos, pães, doces, refeições, etc.)",Concorda em parte,Concorda totalmente,Concorda totalmente,Discorda em parte,Concorda totalmente,63.0,0.6351351351351352,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1821,MAS,Superior completo,Preta,Católica Apostólica Romana,NÃO RESPONDEU,NÃO RESPONDEU,SUDESTE,CAPITAL,MAIS DE 500.000,Não precisou fazer atividade extra,Não sabe/ Não respondeu,Concorda totalmente,Discorda totalmente,Discorda totalmente,Discorda totalmente,59.0,0.5810810810810811,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
233,MAS,3ª série,Branca,Católica Apostólica Romana,MAIS DE 10 A 20,MAIS DE 10 A 20,SUDESTE,INTERIOR,DE 50.001 A 100.000,Não precisou fazer atividade extra,Discorda em parte,Discorda totalmente,Discorda totalmente,Discorda totalmente,Concorda totalmente,47.0,0.41891891891891897,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1932,MAS,Superior completo,Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,SUL,PERIFERIA,DE 100.001 A 500.000,Não precisou fazer atividade extra,Concorda em parte,Concorda totalmente,Concorda totalmente,Concorda em parte,Discorda totalmente,35.0,0.2567567567567568,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
101,FEM,Superior incompleto,Parda,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 100.001 A 500.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Concorda em parte,53.0,0.5,Tenho visto mais pessoas trabalhando nos semáforos/ruas
1979,MAS,3ª série,Branca,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,SUL,CAPITAL,MAIS DE 500.000,"Bico de serviços gerais, como faxina, manutenção, reformas, jardinagem, “marido de aluguel”, entre outras",Concorda em parte,Concorda em parte,Discorda em parte,"Não concorda, nem discorda","Não concorda, nem discorda",43.0,0.3648648648648649,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1860,MAS,4ª série (ou 5º ano),Branca,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 20.001 A 50.000,Não precisou fazer atividade extra,Concorda em parte,Concorda totalmente,Concorda totalmente,Discorda em parte,Discorda totalmente,50.0,0.45945945945945943,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
847,FEM,8ª série (ou 9º ano),Branca,Assembléia de Deus,ATÉ 1,ATÉ 1,NORDESTE,CAPITAL,MAIS DE 500.000,Não precisou fazer atividade extra,Discorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,47.0,0.41891891891891897,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
35,MAS,3ª série,Parda,É religioso mas não segue nenhuma/ Agnóstico,NÃO RESPONDEU,NÃO RESPONDEU,SUDESTE,CAPITAL,MAIS DE 500.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Discorda em parte,Discorda totalmente,Discorda em parte,36.0,0.2702702702702703,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
0,FEM,3ª série,Branca,Outras Evangélicas específicas,MAIS DE 1 A 2,MAIS DE 2 A 5,CENTRO OESTE,INTERIOR,DE 50.001 A 100.000,Não precisou fazer atividade extra,Concorda em parte,Concorda totalmente,Concorda em parte,Discorda em parte,Concorda totalmente,36.0,0.2702702702702703,Tenho visto mais pessoas trabalhando nos semáforos/ruas
1511,MAS,2ª série,Parda,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 2 A 5,SUL,INTERIOR,DE 100.001 A 500.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda em parte,Concorda totalmente,48.0,0.43243243243243246,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1746,FEM,3ª série,Branca,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,SUDESTE,INTERIOR,DE 10.001 A 20.000,Não precisou fazer atividade extra,"Não concorda, nem discorda",Concorda totalmente,Concorda em parte,Concorda totalmente,Discorda em parte,20.0,0.05405405405405406,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1972,MAS,3ª série,Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,SUL,INTERIOR,DE 100.001 A 500.000,Não precisou fazer atividade extra,Discorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda em parte,58.0,0.5675675675675675,Não sabe/ Não respondeu
1102,FEM,Superior completo,Parda,Católica Apostólica Romana,MAIS DE 2 A 5,NÃO RESPONDEU,SUDESTE,INTERIOR,MAIS DE 500.000,Não precisou fazer atividade extra,Concorda em parte,Concorda totalmente,"Não concorda, nem discorda",Discorda totalmente,Concorda totalmente,69.0,0.7162162162162162,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
803,MAS,3ª série,Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 5.001 A 10.000,Não precisou fazer atividade extra,Concorda em parte,Concorda totalmente,Discorda em parte,Discorda em parte,Concorda em parte,34.0,0.24324324324324326,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1243,MAS,3ª série,Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 50.001 A 100.000,Não precisou fazer atividade extra,Discorda totalmente,Concorda em parte,Discorda em parte,Discorda totalmente,Discorda em parte,66.0,0.6756756756756757,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua
1068,MAS,3ª série,Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,CENTRO OESTE,CAPITAL,MAIS DE 500.000,Não precisou fazer atividade extra,Concorda em parte,Concorda em parte,Discorda totalmente,Concorda em parte,Discorda em parte,20.0,0.05405405405405406,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1901,MAS,4ª série (ou 5º ano),Preta,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 100.001 A 500.000,Não precisou fazer atividade extra,Não sabe/ Não respondeu,Não sabe/ Não respondeu,Discorda em parte,Não sabe/ Não respondeu,Concorda totalmente,59.0,0.5810810810810811,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
450,MAS,Superior incompleto,Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,SUDESTE,CAPITAL,MAIS DE 500.000,"Precisou fazer, mas não foi nenhuma destas atividades/ Outras",Concorda em parte,Concorda em parte,Concorda em parte,Concorda em parte,Concorda totalmente,25.0,0.1216216216216216,Tenho visto mais pessoas trabalhando nos semáforos/ruas
1110,FEM,Superior completo,Branca,É religioso mas não segue nenhuma/ Agnóstico,MAIS DE 1 A 2,MAIS DE 2 A 5,NORDESTE,INTERIOR,DE 10.001 A 20.000,Não precisou fazer atividade extra,Concorda em parte,Concorda totalmente,Concorda totalmente,Discorda em parte,Concorda em parte,39.0,0.31081081081081086,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1828,FEM,Superior completo,Parda,É religioso mas não segue nenhuma/ Agnóstico,MAIS DE 1 A 2,MAIS DE 2 A 5,NORDESTE,INTERIOR,DE 20.001 A 50.000,Não precisou fazer atividade extra,Concorda em parte,Concorda totalmente,Concorda em parte,Concorda totalmente,Concorda em parte,25.0,0.1216216216216216,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1054,FEM,3ª série,Parda,"Ateu, não tem religião",NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,NORDESTE,CAPITAL,MAIS DE 500.000,Não precisou fazer atividade extra,Discorda em parte,"Não concorda, nem discorda",Concorda totalmente,"Não concorda, nem discorda",Concorda em parte,23.0,0.09459459459459463,Não sabe/ Não respondeu
499,FEM,2ª série,Parda,Outras Evangélicas específicas,ATÉ 1,MAIS DE 1 A 2,CENTRO OESTE,INTERIOR,DE 100.001 A 500.000,Não precisou fazer atividade extra,"Não concorda, nem discorda",Concorda em parte,Não sabe/ Não respondeu,Concorda totalmente,Concorda totalmente,54.0,0.5135135135135136,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1414,FEM,Superior incompleto,Parda,Outras Evangélicas específicas,ATÉ 1,MAIS DE 1 A 2,NORTE,INTERIOR,DE 20.001 A 50.000,"Bico de serviços de beleza (cabeleireiro, barbeiro, manicure, depilação, entre outros)",Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,25.0,0.1216216216216216,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
650,FEM,8ª série (ou 9º ano),Branca,"Ateu, não tem religião",NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 50.001 A 100.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,59.0,0.5810810810810811,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1173,MAS,Superior completo,Preta,Assembléia de Deus,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,PERIFERIA,DE 100.001 A 500.000,Não precisou fazer atividade extra,Discorda totalmente,Concorda totalmente,Discorda totalmente,Discorda totalmente,Concorda totalmente,51.0,0.472972972972973,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1934,FEM,8ª série (ou 9º ano),Branca,Assembléia de Deus,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,PERIFERIA,DE 100.001 A 500.000,Não precisou fazer atividade extra,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,47.0,0.41891891891891897,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
309,MAS,6ª série (ou 7º ano),Parda,Evangelho Quadrangular,MAIS DE 2 A 5,MAIS DE 5 A 10,CENTRO OESTE,CAPITAL,MAIS DE 500.000,"Atuar como motorista e/ou realizar entregas por aplicativo (Uber, 99, Ifood, Rappi e etc.)",Concorda totalmente,Discorda em parte,Discorda totalmente,Discorda totalmente,Concorda totalmente,43.0,0.3648648648648649,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
259,MAS,3ª série,Parda,Outras Evangélicas específicas,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,CAPITAL,MAIS DE 500.000,"Produzir alimentos em casa para vender (bolos, pães, doces, refeições, etc.)",Discorda totalmente,Concorda totalmente,Discorda em parte,Discorda totalmente,Concorda em parte,23.0,0.09459459459459463,Tenho visto mais pessoas trabalhando nos semáforos/ruas
13,MAS,Superior completo,Branca,Católica Apostólica Romana,MAIS DE 10 A 20,MAIS DE 10 A 20,SUL,INTERIOR,DE 100.001 A 500.000,Não precisou fazer atividade extra,Discorda totalmente,"Não concorda, nem discorda",Discorda totalmente,Concorda em parte,Concorda totalmente,56.0,0.5405405405405406,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
975,FEM,4ª série (ou 5º ano),Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORDESTE,CAPITAL,MAIS DE 500.000,Não precisou fazer atividade extra,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,63.0,0.6351351351351352,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua
1621,FEM,Superior completo,Parda,É religioso mas não segue nenhuma/ Agnóstico,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 50.001 A 100.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,39.0,0.31081081081081086,Tenho visto mais pessoas trabalhando nos semáforos/ruas
1195,FEM,Superior incompleto,Branca,Outras Evangélicas específicas,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,CAPITAL,MAIS DE 500.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda em parte,Concorda em parte,Discorda em parte,Concorda totalmente,35.0,0.2567567567567568,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua
1966,MAS,Superior completo,Branca,Batista/ Metodista/ Presbiteriana,MAIS DE 2 A 5,MAIS DE 5 A 10,SUL,CAPITAL,MAIS DE 500.000,Não precisou fazer atividade extra,Concorda em parte,Concorda totalmente,Concorda em parte,Discorda em parte,Concorda em parte,56.0,0.5405405405405406,Tenho visto mais pessoas trabalhando nos semáforos/ruas
1354,FEM,Superior completo,Branca,Assembléia de Deus,MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,PERIFERIA,DE 100.001 A 500.000,"Bico de serviços de beleza (cabeleireiro, barbeiro, manicure, depilação, entre outros)",Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Discorda em parte,24.0,0.10810810810810811,Tenho visto mais favelas/barracos/áreas ocupadas
1671,FEM,4ª série (ou 5º ano),Branca,Católica Apostólica Romana,ATÉ 1,ATÉ 1,SUDESTE,INTERIOR,DE 50.001 A 100.000,Não precisou fazer atividade extra,Discorda em parte,Concorda totalmente,Não sabe/ Não respondeu,Discorda em parte,Concorda totalmente,73.0,0.7702702702702703,Não sabe/ Não respondeu
1766,FEM,Superior completo,Branca,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 10.001 A 20.000,Não precisou fazer atividade extra,"Não concorda, nem discorda","Não concorda, nem discorda","Não concorda, nem discorda",Concorda em parte,Discorda em parte,30.0,0.1891891891891892,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1851,FEM,3ª série,Parda,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,NORDESTE,CAPITAL,MAIS DE 500.000,Vender roupas e outros artigos usados,Discorda em parte,Discorda totalmente,Discorda totalmente,Concorda em parte,Concorda totalmente,35.0,0.2567567567567568,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua
990,MAS,3ª série,Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,SUL,INTERIOR,DE 100.001 A 500.000,Não precisou fazer atividade extra,Concorda em parte,Concorda em parte,Discorda em parte,Concorda em parte,Concorda totalmente,18.0,0.02702702702702703,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
428,FEM,2ª série,Branca,"Ateu, não tem religião",ATÉ 1,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 20.001 A 50.000,"Produzir alimentos em casa para vender (bolos, pães, doces, refeições, etc.)",Concorda totalmente,Concorda totalmente,Concorda em parte,Discorda totalmente,Concorda totalmente,21.0,0.06756756756756754,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
853,FEM,3ª série,Parda,Evangélica - Não sabe especificar,ATÉ 1,ATÉ 1,NORTE,INTERIOR,DE 100.001 A 500.000,Não precisou fazer atividade extra,Concorda em parte,Concorda totalmente,Concorda em parte,Concorda em parte,Concorda totalmente,38.0,0.29729729729729737,Tenho visto mais pessoas trabalhando nos semáforos/ruas
816,MAS,2ª série,Parda,Assembléia de Deus,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,PERIFERIA,MAIS DE 500.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda em parte,Discorda totalmente,44.0,0.3783783783783784,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
