IDADE,SEXO,ESCOLARIDADE,P1_1,P1_2,P1_3,P2_1,P2_2,P2_3,P2_4,P2_5,P2_6,P2_7,P2_8,P3A,P3B,P3C,P3D,P3E,P3F,P4_1,P4_2,P4_3,P4_4,P4_5,P4_6,P4_7,P4_8,P4_9,P4_10,P5_1,P5_2,P5_3,P5_4,P6A,P6B,P6C,P6D,P6E,RACA_COR,RELIGIÃO,REND1,REND2,REGIAO,COND,PORTE,ID_Ipec,DATA_ENTREVISTA,TIPO_COLETA,id_respondente
24.0,MAS,Superior completo,"Rua e espaços públicos de convivência como parques, praças, etc.","Trabalho (no processo de seleção, no dia a dia, na promoção profissional)","Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",Espaços públicos,Escola/Faculdade,Shoppings e comércios,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,,,,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Concorda totalmente,Branca,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,NORDESTE,INTERIOR,DE 20.001 A 50.000,186598241.0,2023-07-01,Face a face,439
50.0,FEM,3ª série,Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Não sabe/ Não respondeu,Concorda em parte,Concorda totalmente,Discorda em parte,Concorda totalmente,Parda,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,NORDESTE,INTERIOR,DE 20.001 A 50.000,186598242.0,2023-07-01,Face a face,440
32.0,FEM,5ª série (ou 6º ano),Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Discorda em parte,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda em parte,Branca,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 20.001 A 50.000,186598243.0,2023-07-01,Face a face,441
19.0,MAS,8ª série (ou 9º ano),Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,,,,,,,"Bico de serviços gerais, como faxina, manutenção, reformas, jardinagem, “marido de aluguel”, entre outras",,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Discorda em parte,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Parda,Evangélica - Não sabe especificar,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 20.001 A 50.000,186598244.0,2023-07-01,Face a face,442
51.0,MAS,1ª série,Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Não sabe/ Não respondeu,,,,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,NORDESTE,INTERIOR,DE 20.001 A 50.000,186598249.0,2023-07-01,Face a face,443
24.0,FEM,4ª série (ou 5º ano),Hospitais e postos de saúde,"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",,Escola/Faculdade,Shoppings e comércios,,,,,,,Não,Não,Não,Não,Não,Não,"Precisou fazer, mas não foi nenhuma destas atividades/ Outras",,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Parda,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,NORDESTE,INTERIOR,DE 20.001 A 50.000,186598250.0,2023-07-01,Face a face,444
48.0,FEM,4ª série (ou 5º ano),Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Discorda em parte,Concorda totalmente,Concorda totalmente,Discorda em parte,Discorda em parte,Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 2 A 5,NORDESTE,INTERIOR,DE 20.001 A 50.000,186598251.0,2023-07-01,Face a face,445
51.0,FEM,4ª série (ou 5º ano),Hospitais e postos de saúde,"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Não,Não,Não,"Bico de serviços gerais, como faxina, manutenção, reformas, jardinagem, “marido de aluguel”, entre outras",,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Discorda em parte,Concorda totalmente,Concorda totalmente,Discorda em parte,Concorda totalmente,Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 20.001 A 50.000,186598255.0,2023-07-01,Face a face,446
52.0,FEM,Superior completo,"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,Tenho visto mais pessoas trabalhando nos semáforos/ruas,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda em parte,Concorda totalmente,Branca,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 50.001 A 100.000,186598344.0,2023-07-01,Face a face,447
25.0,MAS,7ª série (ou 8º ano),Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Discorda totalmente,Concorda totalmente,Discorda totalmente,Discorda totalmente,Discorda em parte,Branca,Evangélica - Não sabe especificar,MAIS DE 2 A 5,MAIS DE 2 A 5,CENTRO OESTE,INTERIOR,DE 100.001 A 500.000,186598453.0,2023-07-01,Face a face,448
35.0,FEM,3ª série,"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)","Rua e espaços públicos de convivência como parques, praças, etc.","Trabalho (no processo de seleção, no dia a dia, na promoção profissional)",Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Não,Sim,Não,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Discorda totalmente,Branca,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 2 A 5,SUL,INTERIOR,DE 100.001 A 500.000,186598556.0,2023-07-01,Face a face,449
25.0,MAS,Superior incompleto,"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)","Rua e espaços públicos de convivência como parques, praças, etc.",Escolas/faculdades e universidades,Escola/Faculdade,,,,,,,,,,,,,,"Precisou fazer, mas não foi nenhuma destas atividades/ Outras",,,,,,,,,,Tenho visto mais pessoas trabalhando nos semáforos/ruas,,,,Concorda em parte,Concorda em parte,Concorda em parte,Concorda em parte,Concorda totalmente,Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,SUDESTE,CAPITAL,MAIS DE 500.000,186598753.0,2023-07-01,Face a face,450
31.0,MAS,8ª série (ou 9º ano),"Trabalho (no processo de seleção, no dia a dia, na promoção profissional)",Escolas/faculdades e universidades,Ambiente familiar,Não respondeu,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,,Concorda em parte,"Não concorda, nem discorda",Discorda totalmente,Discorda em parte,Discorda em parte,Branca,Assembléia de Deus,MAIS DE 2 A 5,MAIS DE 5 A 10,SUDESTE,CAPITAL,MAIS DE 500.000,186598754.0,2023-07-01,Face a face,451
47.0,FEM,2ª série,"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",Transporte público,"Rua e espaços públicos de convivência como parques, praças, etc.",Espaços públicos,Escola/Faculdade,No ambiente familiar,,,,,,Sim,Não,Não,Não,Não,Não,"Bico de serviços gerais, como faxina, manutenção, reformas, jardinagem, “marido de aluguel”, entre outras",,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda em parte,Concorda em parte,Parda,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,CAPITAL,MAIS DE 500.000,186598755.0,2023-07-01,Face a face,452
26.0,FEM,1ª série,"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",,,Escola/Faculdade,,,,,,,,Sim,Não,Não,Não,Sim,Não,Não precisou fazer atividade extra,,,,,,,,,,Não sabe/ Não respondeu,,,,Concorda em parte,Concorda totalmente,Concorda totalmente,"Não concorda, nem discorda",Concorda totalmente,Branca,"Afro-Brasileiras (Umbanda, Candomblé, etc)",NÃO RESPONDEU,NÃO RESPONDEU,SUDESTE,CAPITAL,MAIS DE 500.000,186598756.0,2023-07-01,Face a face,453
41.0,FEM,Superior incompleto,"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)","Rua e espaços públicos de convivência como parques, praças, etc.","Trabalho (no processo de seleção, no dia a dia, na promoção profissional)",Trabalho,No ambiente familiar,Transporte público,,,,,,Não,Não,Sim,Sim,Não,Não,"Bico de serviços de beleza (cabeleireiro, barbeiro, manicure, depilação, entre outros)",,,,,,,,,,Não sabe/ Não respondeu,,,,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda em parte,Concorda totalmente,Parda,É religioso mas não segue nenhuma/ Agnóstico,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,SUDESTE,CAPITAL,MAIS DE 500.000,186598758.0,2023-07-01,Face a face,454
39.0,MAS,3ª série,Ambiente familiar,"Trabalho (no processo de seleção, no dia a dia, na promoção profissional)","Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,,,,,,,"Precisou fazer, mas não foi nenhuma destas atividades/ Outras",,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda em parte,Discorda em parte,Branca,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,CAPITAL,MAIS DE 500.000,186598759.0,2023-07-01,Face a face,455
38.0,FEM,Analfabeto,Não sabe/ Não respondeu,,,Shoppings e comércios,,,,,,,,Não,Não,Não,Não,Não,Não,"Bico de serviços gerais, como faxina, manutenção, reformas, jardinagem, “marido de aluguel”, entre outras",,,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,,,,Discorda em parte,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Parda,Assembléia de Deus,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,NORTE,INTERIOR,DE 20.001 A 50.000,186599115.0,2023-07-01,Face a face,456
59.0,MAS,2ª série,"Rua e espaços públicos de convivência como parques, praças, etc.","Trabalho (no processo de seleção, no dia a dia, na promoção profissional)",Escolas/faculdades e universidades,Escola/Faculdade,Transporte público,Bares e restaurantes,,,,,,,,,,,,Não sabe/ Não respondeu,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Parda,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,NORDESTE,CAPITAL,MAIS DE 500.000,186599346.0,2023-07-01,Face a face,457
34.0,FEM,2ª série,"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)","Rua e espaços públicos de convivência como parques, praças, etc.",Escolas/faculdades e universidades,Bares e restaurantes,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Branca,Assembléia de Deus,NÃO RESPONDEU,NÃO RESPONDEU,SUL,INTERIOR,DE 20.001 A 50.000,186599397.0,2023-07-01,Face a face,458
57.0,FEM,5ª série (ou 6º ano),"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",Escolas/faculdades e universidades,"Local onde mora (rua, vila, condomínio, etc.)",Espaços públicos,Escola/Faculdade,No ambiente familiar,Shoppings e comércios,Bares e restaurantes,Banheiros públicos e de estabelecimentos privados,,,Sim,Não,Sim,Não,Sim,Sim,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto mais pessoas trabalhando nos semáforos/ruas,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda em parte,Parda,Assembléia de Deus,ATÉ 1,MAIS DE 1 A 2,NORDESTE,CAPITAL,MAIS DE 500.000,186599448.0,2023-07-01,Face a face,459
36.0,MAS,Superior completo,"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,,,,,,,"Produzir alimentos em casa para vender (bolos, pães, doces, refeições, etc.)",,,,,,,,,,Tenho visto mais favelas/barracos/áreas ocupadas,,,,Concorda totalmente,Discorda totalmente,Discorda totalmente,Discorda em parte,Concorda totalmente,Branca,"Ateu, não tem religião",MAIS DE 5 A 10,MAIS DE 5 A 10,NORDESTE,CAPITAL,MAIS DE 500.000,186599450.0,2023-07-01,Face a face,460
47.0,MAS,3ª série,"Trabalho (no processo de seleção, no dia a dia, na promoção profissional)","Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",Transporte público,Banheiros públicos e de estabelecimentos privados,,,,,,,,,,,,,,Atuar como segurança em estabelecimentos comerciais,,,,,,,,,,Tenho visto mais pessoas trabalhando nos semáforos/ruas,,,,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda em parte,Parda,Evangélica - Não sabe especificar,MAIS DE 1 A 2,MAIS DE 2 A 5,NORDESTE,CAPITAL,MAIS DE 500.000,186599451.0,2023-07-01,Face a face,461
34.0,MAS,3ª série,Não existe diferença no tratamento entre pessoas negras e brancas,,,Não respondeu,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Parda,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,CENTRO OESTE,INTERIOR,DE 5.001 A 10.000,186599605.0,2023-07-01,Face a face,462
26.0,FEM,3ª série,Transporte público,Escolas/faculdades e universidades,Hospitais e postos de saúde,Shoppings e comércios,,,,,,,,Não,Não,Não,Não,Não,Não,Trabalhar como babá/ cuidar de crianças,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Branca,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,SUL,INTERIOR,DE 20.001 A 50.000,186599606.0,2023-07-01,Face a face,463
44.0,FEM,5ª série (ou 6º ano),Escolas/faculdades e universidades,"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)","Rua e espaços públicos de convivência como parques, praças, etc.",Escola/Faculdade,,,,,,,,Não,Não,Não,Não,Não,Não,Trabalhar como babá/ cuidar de crianças,,,,,,,,,,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,,,Concorda totalmente,Concorda totalmente,Discorda em parte,Discorda em parte,Concorda totalmente,Parda,É religioso mas não segue nenhuma/ Agnóstico,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,SUDESTE,INTERIOR,DE 100.001 A 500.000,186599834.0,2023-07-01,Face a face,464
25.0,MAS,8ª série (ou 9º ano),Escolas/faculdades e universidades,"Rua e espaços públicos de convivência como parques, praças, etc.","Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",Espaços públicos,Escola/Faculdade,Banheiros públicos e de estabelecimentos privados,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto mais favelas/barracos/áreas ocupadas,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,,Concorda em parte,"Não concorda, nem discorda",Concorda em parte,"Não concorda, nem discorda",Concorda totalmente,Branca,Assembléia de Deus,ATÉ 1,ATÉ 1,SUDESTE,INTERIOR,DE 100.001 A 500.000,186599835.0,2023-07-01,Face a face,465
47.0,MAS,1ª série (ou 2º ano),Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,,,,,,,"Bico de serviços de beleza (cabeleireiro, barbeiro, manicure, depilação, entre outros)",,,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,Tenho visto mais pessoas trabalhando nos semáforos/ruas,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,Concorda em parte,Concorda totalmente,Concorda totalmente,"Não concorda, nem discorda",Concorda em parte,Branca,Outras Evangélicas específicas,ATÉ 1,ATÉ 1,SUDESTE,INTERIOR,DE 100.001 A 500.000,186599836.0,2023-07-01,Face a face,466
40.0,MAS,Superior completo,Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Discorda totalmente,"Não concorda, nem discorda",Concorda totalmente,Discorda totalmente,Concorda totalmente,Branca,Católica Apostólica Romana,MAIS DE 5 A 10,MAIS DE 5 A 10,SUDESTE,INTERIOR,DE 50.001 A 100.000,186599857.0,2023-07-01,Face a face,467
68.0,MAS,4ª série (ou 5º ano),Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,Tenho visto mais pessoas trabalhando nos semáforos/ruas,Tenho visto mais favelas/barracos/áreas ocupadas,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Parda,Universal do Reino de Deus,MAIS DE 1 A 2,MAIS DE 1 A 2,NORTE,INTERIOR,DE 20.001 A 50.000,186600088.0,2023-07-01,Face a face,468
19.0,MAS,3ª série,"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)","Rua e espaços públicos de convivência como parques, praças, etc.",Escolas/faculdades e universidades,Trabalho,Escola/Faculdade,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda totalmente,Concorda totalmente,"Não concorda, nem discorda",Discorda totalmente,Concorda totalmente,Branca,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,SUDESTE,CAPITAL,MAIS DE 500.000,186600092.0,2023-07-01,Face a face,469
53.0,MAS,"Sabe ler/ escrever, mas não cursou escola",Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto mais pessoas trabalhando nos semáforos/ruas,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,,Discorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Branca,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,SUL,CAPITAL,MAIS DE 500.000,186600234.0,2023-07-01,Face a face,470
67.0,MAS,4ª série (ou 5º ano),Não sabe/ Não respondeu,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Não sabe/ Não respondeu,,,,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Parda,Outras Evangélicas específicas,NÃO RESPONDEU,NÃO RESPONDEU,NORDESTE,INTERIOR,DE 10.001 A 20.000,186600394.0,2023-07-01,Face a face,471
27.0,MAS,3ª série,"Local onde mora (rua, vila, condomínio, etc.)","Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",Transporte público,Não respondeu,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda totalmente,Discorda totalmente,Discorda em parte,Não sabe/ Não respondeu,Concorda totalmente,Parda,É religioso mas não segue nenhuma/ Agnóstico,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,NORDESTE,INTERIOR,DE 10.001 A 20.000,186600395.0,2023-07-01,Face a face,472
40.0,FEM,1ª série,Não existe diferença no tratamento entre pessoas negras e brancas,,,Não respondeu,,,,,,,,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda em parte,Concorda em parte,Concorda em parte,Concorda em parte,Concorda em parte,Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 10.001 A 20.000,186600397.0,2023-07-01,Face a face,473
27.0,FEM,3ª série,"Rua e espaços públicos de convivência como parques, praças, etc.",Escolas/faculdades e universidades,Transporte público,Não respondeu,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda totalmente,Concorda em parte,Não sabe/ Não respondeu,Concorda em parte,Concorda em parte,Branca,Assembléia de Deus,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 10.001 A 20.000,186600398.0,2023-07-01,Face a face,474
76.0,MAS,2ª série,"Trabalho (no processo de seleção, no dia a dia, na promoção profissional)",Transporte público,"Rua e espaços públicos de convivência como parques, praças, etc.",Trabalho,,,,,,,,,,,,,,"Fazer trabalhos manuais, como bijuterias, artesanatos",,,,,,,,,,Não sabe/ Não respondeu,,,,Não sabe/ Não respondeu,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Branca,É religioso mas não segue nenhuma/ Agnóstico,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 10.001 A 20.000,186600399.0,2023-07-01,Face a face,475
21.0,FEM,3ª série,"Rua e espaços públicos de convivência como parques, praças, etc.","Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",Transporte público,Espaços públicos,Transporte público,Banheiros públicos e de estabelecimentos privados,,,,,,Não respondeu,Não,Não,Não respondeu,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda em parte,Discorda totalmente,Concorda totalmente,Concorda em parte,Concorda em parte,Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 10.001 A 20.000,186600400.0,2023-07-01,Face a face,476
24.0,FEM,3ª série,"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",Escolas/faculdades e universidades,"Rua e espaços públicos de convivência como parques, praças, etc.",Espaços públicos,,,,,,,,Não respondeu,Não,Não respondeu,Não respondeu,Sim,Não,"Bico de serviços de beleza (cabeleireiro, barbeiro, manicure, depilação, entre outros)",,,,,,,,,,Não sabe/ Não respondeu,,,,Discorda totalmente,Concorda totalmente,Não sabe/ Não respondeu,Discorda totalmente,Não sabe/ Não respondeu,Parda,É religioso mas não segue nenhuma/ Agnóstico,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 10.001 A 20.000,186600401.0,2023-07-01,Face a face,477
36.0,FEM,5ª série (ou 6º ano),Não sabe/ Não respondeu,,,Não respondeu,,,,,,,,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda totalmente,Não sabe/ Não respondeu,Não sabe/ Não respondeu,Concorda totalmente,Não sabe/ Não respondeu,Parda,Assembléia de Deus,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 10.001 A 20.000,186600402.0,2023-07-01,Face a face,478
50.0,FEM,Analfabeto,Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Não sabe/ Não respondeu,,,,Não sabe/ Não respondeu,Não sabe/ Não respondeu,Não sabe/ Não respondeu,Não sabe/ Não respondeu,Não sabe/ Não respondeu,Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 10.001 A 20.000,186600403.0,2023-07-01,Face a face,479
22.0,MAS,8ª série (ou 9º ano),"Local onde mora (rua, vila, condomínio, etc.)",Hospitais e postos de saúde,,Trabalho,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Não sabe/ Não respondeu,,,,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Branca,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 10.001 A 20.000,186600404.0,2023-07-01,Face a face,480
30.0,FEM,7ª série (ou 8º ano),Não existe diferença no tratamento entre pessoas negras e brancas,,,Espaços públicos,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Discorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Concorda totalmente,Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 10.001 A 20.000,186600416.0,2023-07-01,Face a face,481
