IDADE,SEXO,ESCOLARIDADE,P1_1,P1_2,P1_3,P2_1,P2_2,P2_3,P2_4,P2_5,P2_6,P2_7,P2_8,P3A,P3B,P3C,P3D,P3E,P3F,P4_1,P4_2,P4_3,P4_4,P4_5,P4_6,P4_7,P4_8,P4_9,P4_10,P5_1,P5_2,P5_3,P5_4,P6A,P6B,P6C,P6D,P6E,RACA_COR,RELIGIÃO,REND1,REND2,REGIAO,COND,PORTE,ID_Ipec,DATA_ENTREVISTA,TIPO_COLETA,id_respondente
24.0,FEM,4ª série (ou 5º ano),"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",Hospitais e postos de saúde,,Shoppings e comércios,,,,,,,,Não,Não,Sim,Sim,Sim,Não,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda em parte,Concorda totalmente,Discorda em parte,Discorda totalmente,Concorda totalmente,Branca,É religioso mas não segue nenhuma/ Agnóstico,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,SUL,PERIFERIA,DE 100.001 A 500.000,186644291.0,2023-07-03,Face a face,1089
64.0,MAS,3ª série,"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",Transporte público,"Rua e espaços públicos de convivência como parques, praças, etc.",Shoppings e comércios,,,,,,,,,,,,,,Dar aula particular/ aula de reforço,,,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,,,,"Não concorda, nem discorda",Concorda em parte,"Não concorda, nem discorda",Não sabe/ Não respondeu,Não sabe/ Não respondeu,Branca,Outras religiões,MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,INTERIOR,MAIS DE 500.000,186644421.0,2023-07-03,Face a face,1090
54.0,FEM,8ª série (ou 9º ano),Ambiente familiar,"Rua e espaços públicos de convivência como parques, praças, etc.",Transporte público,Não respondeu,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,,,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda em parte,Concorda em parte,Branca,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,NORTE,INTERIOR,DE 100.001 A 500.000,186644443.0,2023-07-03,Face a face,1091
20.0,MAS,Superior incompleto,"Rua e espaços públicos de convivência como parques, praças, etc.",Hospitais e postos de saúde,Escolas/faculdades e universidades,Espaços públicos,Escola/Faculdade,No ambiente familiar,,,,,,,,,,,,"Bico de serviços gerais, como faxina, manutenção, reformas, jardinagem, “marido de aluguel”, entre outras",,,,,,,,,,Não sabe/ Não respondeu,,,,Concorda em parte,Concorda em parte,Concorda em parte,"Não concorda, nem discorda",Concorda totalmente,Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 10.001 A 20.000,186644698.0,2023-07-03,Face a face,1092
74.0,MAS,4ª série (ou 5º ano),Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Preta,Outras Evangélicas específicas,ATÉ 1,ATÉ 1,SUDESTE,PERIFERIA,DE 100.001 A 500.000,186644761.0,2023-07-03,Face a face,1093
31.0,MAS,3ª série,Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Discorda totalmente,Concorda totalmente,Concorda totalmente,Discorda em parte,Discorda em parte,Branca,Católica Apostólica Romana,NÃO RESPONDEU,NÃO RESPONDEU,SUDESTE,INTERIOR,DE 20.001 A 50.000,186645054.0,2023-07-03,Face a face,1094
56.0,FEM,4ª série (ou 5º ano),Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Sim,Não,Não,Sim,Sim,Não,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Discorda totalmente,Concorda totalmente,Discorda totalmente,Discorda totalmente,Discorda totalmente,Parda,Católica Apostólica Romana,NÃO RESPONDEU,NÃO RESPONDEU,SUDESTE,INTERIOR,DE 20.001 A 50.000,186645055.0,2023-07-03,Face a face,1095
45.0,FEM,3ª série,Transporte público,"Rua e espaços públicos de convivência como parques, praças, etc.","Trabalho (no processo de seleção, no dia a dia, na promoção profissional)",Não respondeu,,,,,,,,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não sabe/ Não respondeu,,,,,,,,,,Não sabe/ Não respondeu,,,,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Parda,Outras Evangélicas específicas,MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,CAPITAL,MAIS DE 500.000,186645293.0,2023-07-03,Face a face,1096
27.0,MAS,6ª série (ou 7º ano),Transporte público,"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",Ambiente familiar,Não respondeu,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto mais pessoas trabalhando nos semáforos/ruas,,,,Discorda totalmente,Discorda totalmente,Discorda totalmente,Discorda totalmente,Discorda totalmente,Parda,Outras religiões,ATÉ 1,ATÉ 1,NORTE,INTERIOR,DE 20.001 A 50.000,186645369.0,2023-07-03,Face a face,1097
28.0,FEM,Superior completo,"Rua e espaços públicos de convivência como parques, praças, etc.",Escolas/faculdades e universidades,"Trabalho (no processo de seleção, no dia a dia, na promoção profissional)",Escola/Faculdade,Transporte público,Shoppings e comércios,Bares e restaurantes,,,,,Sim,Não,Não,Não,Sim,Sim,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,,,Discorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Discorda totalmente,Parda,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,INTERIOR,MAIS DE 500.000,186645495.0,2023-07-03,Face a face,1098
35.0,MAS,3ª série,Transporte público,"Trabalho (no processo de seleção, no dia a dia, na promoção profissional)","Rua e espaços públicos de convivência como parques, praças, etc.",Transporte público,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,,,,Concorda em parte,Concorda totalmente,Concorda em parte,Concorda em parte,Concorda totalmente,Parda,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 2 A 5,NORTE,CAPITAL,MAIS DE 500.000,186645800.0,2023-07-03,Face a face,1099
35.0,MAS,7ª série (ou 8º ano),Escolas/faculdades e universidades,"Trabalho (no processo de seleção, no dia a dia, na promoção profissional)","Local onde mora (rua, vila, condomínio, etc.)",Espaços públicos,No ambiente familiar,Banheiros públicos e de estabelecimentos privados,,,,,,,,,,,,"Precisou fazer, mas não foi nenhuma destas atividades/ Outras",,,,,,,,,,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,,,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Parda,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,CAPITAL,MAIS DE 500.000,186645866.0,2023-07-03,Face a face,1100
73.0,FEM,8ª série (ou 9º ano),"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",Escolas/faculdades e universidades,"Trabalho (no processo de seleção, no dia a dia, na promoção profissional)",Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Não sabe/ Não respondeu,,,,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda em parte,Branca,"Ateu, não tem religião",MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,CAPITAL,MAIS DE 500.000,186646287.0,2023-07-03,Face a face,1101
69.0,FEM,Superior completo,Não sabe/ Não respondeu,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda em parte,Concorda totalmente,"Não concorda, nem discorda",Discorda totalmente,Concorda totalmente,Parda,Católica Apostólica Romana,MAIS DE 2 A 5,NÃO RESPONDEU,SUDESTE,INTERIOR,MAIS DE 500.000,186646496.0,2023-07-03,Face a face,1102
80.0,MAS,Superior incompleto,Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,,,Concorda totalmente,Não sabe/ Não respondeu,Concorda totalmente,Discorda totalmente,Concorda totalmente,Branca,Universal do Reino de Deus,MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,INTERIOR,MAIS DE 500.000,186646506.0,2023-07-03,Face a face,1103
57.0,FEM,2ª série (ou 3º ano),Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda em parte,Concorda em parte,Concorda em parte,Não sabe/ Não respondeu,Concorda em parte,Branca,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 10.001 A 20.000,186646510.0,2023-07-03,Face a face,1104
26.0,FEM,3ª série,Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Não,Sim,Sim,Dar aula particular/ aula de reforço,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda em parte,Concorda em parte,Concorda totalmente,Concorda em parte,Discorda em parte,Branca,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 10.001 A 20.000,186646511.0,2023-07-03,Face a face,1105
66.0,FEM,3ª série (ou 4º ano),Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Não,Não,Não,"Precisou fazer, mas não foi nenhuma destas atividades/ Outras",,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda em parte,Concorda em parte,Concorda em parte,Discorda em parte,Concorda totalmente,Branca,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 10.001 A 20.000,186646512.0,2023-07-03,Face a face,1106
49.0,MAS,8ª série (ou 9º ano),Não sabe/ Não respondeu,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,,,,Concorda em parte,Discorda em parte,Concorda em parte,Discorda em parte,Concorda em parte,Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 10.001 A 20.000,186646513.0,2023-07-03,Face a face,1107
29.0,MAS,Superior incompleto,"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)","Rua e espaços públicos de convivência como parques, praças, etc.",Hospitais e postos de saúde,Shoppings e comércios,Bares e restaurantes,,,,,,,,,,,,,"Atuar como motorista e/ou realizar entregas por aplicativo (Uber, 99, Ifood, Rappi e etc.)","Produzir alimentos em casa para vender (bolos, pães, doces, refeições, etc.)",Vendedor ambulante/ Camelô,,,,,,,,Não sabe/ Não respondeu,,,,Discorda totalmente,Concorda totalmente,"Não concorda, nem discorda",Concorda totalmente,Concorda totalmente,Parda,Batista/ Metodista/ Presbiteriana,ATÉ 1,MAIS DE 1 A 2,SUDESTE,CAPITAL,MAIS DE 500.000,186646754.0,2023-07-03,Face a face,1108
65.0,FEM,4ª série (ou 5º ano),Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,,,,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda em parte,Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 10.001 A 20.000,186646830.0,2023-07-02,Face a face,1109
39.0,FEM,Superior completo,Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,,,,Concorda em parte,Concorda totalmente,Concorda totalmente,Discorda em parte,Concorda em parte,Branca,É religioso mas não segue nenhuma/ Agnóstico,MAIS DE 1 A 2,MAIS DE 2 A 5,NORDESTE,INTERIOR,DE 10.001 A 20.000,186646831.0,2023-07-02,Face a face,1110
24.0,MAS,3ª série,Não existe diferença no tratamento entre pessoas negras e brancas,,,Não respondeu,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda em parte,Concorda totalmente,Concorda em parte,Concorda em parte,Concorda em parte,Parda,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 2 A 5,NORDESTE,INTERIOR,DE 10.001 A 20.000,186646832.0,2023-07-03,Face a face,1111
31.0,MAS,3ª série,"Rua e espaços públicos de convivência como parques, praças, etc.","Trabalho (no processo de seleção, no dia a dia, na promoção profissional)",Ambiente familiar,Escola/Faculdade,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto mais favelas/barracos/áreas ocupadas,,,,Concorda totalmente,Concorda em parte,Discorda totalmente,Discorda totalmente,Concorda totalmente,Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,NORDESTE,INTERIOR,DE 10.001 A 20.000,186646833.0,2023-07-03,Face a face,1112
44.0,MAS,3ª série,Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,,Concorda totalmente,Concorda totalmente,Discorda em parte,Discorda totalmente,Discorda em parte,Branca,Católica Apostólica Romana,MAIS DE 20,MAIS DE 20,NORDESTE,INTERIOR,DE 10.001 A 20.000,186646834.0,2023-07-03,Face a face,1113
23.0,FEM,3ª série,Não existe diferença no tratamento entre pessoas negras e brancas,,,Não respondeu,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,,,Discorda em parte,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 2 A 5,NORDESTE,INTERIOR,DE 10.001 A 20.000,186646835.0,2023-07-03,Face a face,1114
35.0,FEM,1ª série,Escolas/faculdades e universidades,"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",Hospitais e postos de saúde,Não respondeu,,,,,,,,Sim,Não respondeu,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,,,,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda em parte,Parda,Batista/ Metodista/ Presbiteriana,ATÉ 1,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 10.001 A 20.000,186646836.0,2023-07-03,Face a face,1115
35.0,MAS,6ª série (ou 7º ano),Não existe diferença no tratamento entre pessoas negras e brancas,,,Transporte público,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 10.001 A 20.000,186646837.0,2023-07-03,Face a face,1116
46.0,FEM,3ª série,Escolas/faculdades e universidades,,,Espaços públicos,Escola/Faculdade,Banheiros públicos e de estabelecimentos privados,,,,,,Sim,Não,Não,Não,Sim,Não,"Bico de serviços gerais, como faxina, manutenção, reformas, jardinagem, “marido de aluguel”, entre outras",Revender cosméticos ou produtos de beleza,Vender roupas e outros artigos usados,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,Tenho visto mais pessoas trabalhando nos semáforos/ruas,Tenho visto mais favelas/barracos/áreas ocupadas,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,Concorda totalmente,Concorda totalmente,Discorda em parte,Concorda em parte,Concorda totalmente,Parda,Assembléia de Deus,ATÉ 1,ATÉ 1,SUDESTE,PERIFERIA,DE 100.001 A 500.000,186647310.0,2023-07-03,Face a face,1117
82.0,FEM,1ª série,Não sabe/ Não respondeu,,,Não respondeu,,,,,,,,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda totalmente,Concorda em parte,Discorda em parte,Discorda em parte,Concorda em parte,Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORDESTE,CAPITAL,MAIS DE 500.000,186647385.0,2023-07-03,Face a face,1118
57.0,FEM,3ª série,"Trabalho (no processo de seleção, no dia a dia, na promoção profissional)","Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",Escolas/faculdades e universidades,No ambiente familiar,Bares e restaurantes,,,,,,,Sim,Não,Não,Não,Sim,Não,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,,,,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Discorda totalmente,Parda,É religioso mas não segue nenhuma/ Agnóstico,ATÉ 1,MAIS DE 2 A 5,SUL,CAPITAL,MAIS DE 500.000,186647523.0,2023-07-03,Face a face,1119
62.0,FEM,Superior completo,Não sabe/ Não respondeu,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto mais pessoas trabalhando nos semáforos/ruas,,,,Não sabe/ Não respondeu,Concorda totalmente,"Não concorda, nem discorda",Concorda totalmente,Concorda totalmente,Parda,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,SUL,PERIFERIA,DE 100.001 A 500.000,186647543.0,2023-07-03,Face a face,1120
32.0,FEM,Superior completo,Escolas/faculdades e universidades,"Rua e espaços públicos de convivência como parques, praças, etc.",,Bares e restaurantes,,,,,,,,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Revender cosméticos ou produtos de beleza,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda totalmente,Concorda em parte,Concorda totalmente,Concorda em parte,Concorda em parte,Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 10.001 A 20.000,186647606.0,2023-07-03,Face a face,1121
18.0,MAS,Superior incompleto,"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)","Trabalho (no processo de seleção, no dia a dia, na promoção profissional)","Rua e espaços públicos de convivência como parques, praças, etc.",Bares e restaurantes,,,,,,,,,,,,,,"Atuar como motorista e/ou realizar entregas por aplicativo (Uber, 99, Ifood, Rappi e etc.)",,,,,,,,,,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,,,Concorda totalmente,Concorda totalmente,Concorda em parte,Discorda em parte,Concorda em parte,Parda,Universal do Reino de Deus,MAIS DE 2 A 5,MAIS DE 5 A 10,SUDESTE,CAPITAL,MAIS DE 500.000,186647707.0,2023-07-03,Face a face,1122
